street_name,count,pct_all,dataset
HOMELESS,5,0.03546099290780142,houston
HOMELESS,4,0.028985507246376812,sanantonio
TRANSIENT,5,0.45454545454545453,austin_felony
HOMELESS,6,0.043478260869565216,dallas
